pair up .,faites equipe .
why do you like tom so much ?,pourquoi aimes tu autant tom ?
she has a thing for older men .,elle est attiree par les hommes plus ages .
tom doesn t work as much as he used to .,tom ne travaille plus autant qu il le faisait .
what is wrong with her ?,qu est ce qui ne va pas avec elle ?
don t worry about what others say .,ne te preoccupe pas de ce que disent les autres .
we went to the cafe that i told you about .,nous sommes allees au cafe dont je vous ai parle .
there is no dress code .,il n y a pas de code vestimentaire .
i want a chair .,je desire une chaise .
tom refused to help mary do her homework .,tom a refuse d aider marie a faire ses devoirs .
you re a bit shorter than i am .,tu es un peu plus petite que moi .
i need to find a place to live .,il faut que je trouve un endroit ou vivre .
lunch is usually on the deck .,le dejeuner est d ordinaire pris sur le pont .
i can barely understand what he s saying .,je peux a peine comprendre ce qu il dit .
do you agree ?,es tu daccord ?
the new computer is ten times as fast as the old one .,le nouvel ordinateur est dix fois plus rapide que l ancien .
tom became weak .,tom est devenu faible .
tell tom you can t do it .,dites a tom que vous ne pouvez pas le faire .
i know that you can do this .,je sais que tu peux faire ca .
what is your favorite holiday ?,quel est votre jour de fete prefere ?
tom voted .,tom a vote .
i fully support your proposal .,je soutiens integralement ta proposition .
draw a small circle .,trace un petit cercle .
push the red button if something strange happens .,appuyez sur le bouton rouge si quelque chose d etrange se produit .
what s the best sleeping position ?,quelle est la meilleure position pour dormir ?
"are you sleeping, tom ?","est ce que tu dors, tom ?"
i am a man .,je suis un homme .
it looked cheap .,ca avait l air bon marche .
forget tom .,oublie tom .
i m nervous when speaking in another language .,je suis nerveux lorsque je parle une autre langue .
i figured you weren t coming .,je me suis figuree que tu ne venais pas .
wake up .,reveille toi !
why would you want to share this type of information with people you hardly know ?,pourquoi voudrais tu partager ce type d information avec des gens que tu connais a peine ?
timing is very important .,le minutage est tres important .
"it d be better to avoid her now, because she s violent .","ce serait mieux de l eviter maintenant, parce qu elle est violente ."
tom s excited .,tom est excite .
you forgot your coat .,vous avez oublie votre manteau .
are you deaf ?,etes vous sourde ?
prices depend on supply and demand .,les prix dependent de l offre et de la demande .
i am counting on you .,je compte sur toi .
you may go anywhere .,tu peux aller n importe ou .
tom and mary are uncomfortable .,tom et mary sont desagreables .
i didn t think i needed any help .,je ne pensais pas avoir besoin d une aide quelconque .
tom will go far .,tom ira loin .
why did you buy a car ?,pourquoi avez vous achete une voiture ?
beat it .,disparais !
you seemed exhausted .,vous aviez l air epuise .
i didn t want to bug you .,je n ai pas voulu vous casser les pieds .
what do you do when you re not at work ?,que fais tu quand tu n es pas au travail ?
i m not embarrassed .,je ne suis pas embarrassee .
you seemed to like that .,tu as semble l apprecier .
catch tom .,attrape tom .
i wanted to study french .,je voulais etudier le francais .
touch it .,touche le .
i shrugged .,j ai hausse les epaules .
tom asked for more details .,tom demanda plus de details .
i hate working .,je deteste travailler .
why are you taking pictures ?,pourquoi prenez vous des photos ?
they had no children .,ils n avaient pas d enfants .
maybe he s dead .,il est peut etre mort .
tom says he won t answer any questions .,tom dit qu il ne repondra a aucune question .
drive on .,continuez a rouler !
don t distract me while i am studying .,ne me derange pas quand j etudie .
she helped him .,elle l a aide .
a lot of people are worried about europe .,de nombreuses personnes sinquietent pour leurope .
i am not concerned with this .,ceci m est indifferent .
i don t like your suggestion .,je n aime pas ta suggestion .
the fbi secretly bugged the mobster s hangout .,le fbi a secretement truffe de micros le repaire du bandit .
you still haven t told me when you get off work .,tu ne m as toujours pas dit quand tu termines ton travail .
we always want what we don t have .,on veut toujours ce qu on n a pas .
i think we re pretty lucky .,je pense que nous avons pas mal de chance .
go home . get some rest .,rentre chez toi ! prends du repos !
i m lucky .,je suis chanceux .
so what is it you want me to do ?,"alors, c est quoi que tu veux que je fasse ?"
where can one buy books ?,ou peut on acquerir des livres ?
would you mind babysitting my kids ?,est ce que ca te derangerait de garder mes enfants ?
did you know that vinegar can be made from dates ?,savais tu qu on pouvait faire du vinaigre a partir de dattes ?
the cause of the accident is not known to us .,la cause de l accident nous est inconnue .
i ve got good news .,j ai de bonnes nouvelles .
go away . i want to be alone .,laisse moi . je veux etre seul .
i will be sixteen next birthday .,j aurai ans a mon prochain anniversaire .
tom slapped mary .,tom gifla mary .
i m real careful .,je suis vraiment prudent .
our school is fifty years old .,notre ecole a cinquante ans .
i am sure .,je suis sur .
are you falling for me ?,etes vous en train de tomber amoureuses de moi ?
can you make a salad ?,peux tu preparer une salade ?
they found him guilty .,elles l ont juge coupable .
"insure it, please .","assurez le, s il vous plait ."
do we have enough food ?,disposons nous de suffisamment de nourriture ?
he drinks a glass of water every morning .,il boit un verre d eau tous les matins .
tom strangled mary with a rope .,tom a etrangle marie avec une corde .
the young woman s face became even redder .,le visage de la jeune femme devint encore plus rouge .
you are no longer welcome here .,tu n es plus le bienvenu ici .
it s refreshing .,c est rafraichissant .
don t confuse comets and asteroids .,ne confondez pas les cometes et les asteroides .
we sat in lawn chairs and stared at the mountain .,nous etions assises dans des chaises longues et contemplions la montagne .
let s postpone until next week .,remettons a la semaine prochaine .
you re a little liar .,vous etes un petit menteur .
you can t keep treating me like a kid .,vous ne pouvez pas continuer a me traiter comme un enfant .
i flinched .,j ai sursaute .
how many novels did you read last year ?,combien de romans as tu lus l annee derniere ?
call us .,appelez nous !
do you mind if i open the door ?,voyez vous un inconvenient a ce que j ouvre la porte ?
you aren t welcome in this house .,vous n etes pas les bienvenus dans cette maison .
you re telling me .,c est toi qui me le dis .
they stayed awake all night .,elles sont restees eveillees toute la nuit .
we ll win .,nous l emporterons .
"i borrowed money not only from tom, but from his wife, too .","j ai emprunte de l argent non seulement a tom, mais aussi a sa femme ."
you could ve killed somebody .,vous auriez pu tuer quelqu un .
i don t have a bike .,je n ai pas de velo .
get in the car .,grimpez dans la voiture !
let s hold hands .,donnons nous les mains .
he s wet .,il est mouille .
nice shot !,joli coup !
not all of them are busy .,tous ne sont pas occupes .
lie still .,"reste allongee, immobile !"
i ll quit .,j abandonnerai .
he s financially dependent on his wife .,il depend financierement de son epouse .
look out !,faites gaffe !
the police are after me .,la police me court apres .
i want you to know all this .,je veux que tu saches tout ca .
she changed her schedule to match his .,elle a change son horaire pour se caler sur le sien .
it s an idea whose time has come .,c est une idee dont le moment est venu .
i meant it as a joke .,c etait cense etre une blague .
i envy you .,je t envie .
why were you holding his hand ?,pourquoi lui tenais tu la main ?
tom is from australia .,tom vient d australie .
tom has no problem with that .,tom n a pas de probleme avec ca .
there are an infinite number of numbers .,il y a un nombre infini de nombres .
i know tom is a good actor .,je sais que tom est un bon acteur .
i had to do everything on my own .,je dus tout faire par moi meme .
i did everything in my power to protect her from you .,j ai fait tout ce qui etait en mon pouvoir pour la proteger de vous .
do you believe in miracles ?,croyez vous aux miracles ?
i got lost three times .,je me suis perdu trois fois .
he has a sense of humor .,il a le sens de l humour .
i ate a hamburger at mcdonald s .,j ai mange un hamburger chez mcdonald s .
i had help .,j ai recu de l aide .
i want to make sure you re going to be all right .,je veux m assurer que tu vas bien aller .
go ahead .,avance !
is there a student discount ?,y a t il une remise etudiant ?
you won t be disappointed .,vous ne serez pas decu .
tom abandoned that idea .,tom abandonna cette idee .
please don t tell anyone else .,"s il te plait, ne le dis a personne d autre ."
did you see the transcript ?,avez vous vu le releve de notes ?
they struggled .,elles ont eu du mal .
tom went back to his room and lay down .,tom retourna dans sa chambre et se coucha .
you can give me the details later .,vous pouvez me donner les details plus tard .
i have a dream .,j ai un reve .
you have to tighten those screws .,il vous faut resserrer ces vis .
"tom sat on the tree stump, reading a book .",tom s assit sur le tronc d arbre en lisant un livre .
tom needs to stay in bed if he wants to recuperate .,tom doit rester au lit s il veut recuperer .
it s terrible .,c est horrible !
get out of here ! all of you !,sortez d ici ! tous autant que vous etes !
terrific !,c est super .
this medicine must not be placed within the reach of children .,ce medicament doit etre conserve hors de portee des enfants .
come alone .,venez seules !
i hope you two are very happy .,j espere que vous etes tous deux tres heureux .
that s our house .,c est notre maison .
i had to do this today .,il m a fallu le faire aujourd hui .
begin .,commencez .
my mother made a sweater for me .,ma mere m a fait un pull over .
what s the destination of this ship ?,quelle est la destination de ce bateau ?
i thought you were injured .,je pensais que tu etais blesse .
he walked back and forth in the room .,il allait et venait dans la piece .
my stomach started growling right there in the meeting . it was embarrassing .,mon estomac a commence a grogner pendant le rendez vous . c etait embarrassant .
tom looks frazzled .,tom a l air epuise .
i m lazy .,je suis paresseuse .
how would you like your steak cooked ?,quelle cuisson voudrais tu pour ton bifteck ?
bigger doesn t always mean better .,plus grand ne veut pas toujours dire meilleur .
canada is larger than japan .,le canada est plus grand que le japon .
she urged him to consider the request .,elle l exhorta a reflechir a la demande .
these are ostrich eggs .,ce sont des ufs d autruche .
we all worked really hard .,nous avons tous travaille tres dur .
am i clear ?,suis je claire ?
i m sure i turned off the gas .,je suis certain d avoir ferme le gaz .
"overtaxed heart, kidneys and liver are inevitable results of too much food .","un cur, des reins et un foie surmenes sont les consequences inevitables d une nourriture trop abondante ."
can we get this gate open ?,pouvons nous faire ouvrir ce portail ?
tom attached the string to the kite .,tom attacha la corde au cerf volant .
i ll call .,j appellerai .
it s because i was asked to come that i m here .,c est parce qu on m a demande de venir que je suis la .
the leaves blew away in the wind .,les feuilles s envolerent au vent .
tom told me that mary was dead .,tom m a dit que marie etait morte .
hold this .,tenez ceci !
"i can go months without an alcoholic drink, but not even one hour without a cigarette .","je peux passer des mois sans boire d alcool, mais pas meme une heure sans cigarette ."
tom left the water running .,thomas a laisse l eau couler .
i haven t seen tom since .,je n ai plus vu tom depuis .
tom pulled out a pencil .,tom sortit un crayon .
are you kids hungry ?,"les enfants, avez vous faim ?"
we came to the conclusion that he should be fired .,nous sommes arrives a la conclusion qu il devrait etre licencie .
your shoes are here .,tes chaussures sont ici .
i am here .,je suis ici .
"if i were rich, i d travel .","si j etais riche, je voyagerais ."
does your girlfriend like flowers ?,est ce que ta petite amie aime les fleurs ?
i think you ll regret it if you don t go with us .,je pense que vous regretterez de ne pas etre venue avec nous .
i just did what anybody would ve done .,je n ai fait que ce que quiconque aurait fait .
i have plenty of things to eat in the pantry .,j ai plein de choses a manger dans le garde manger .
i don t think you can sell that .,je ne pense pas que vous puissiez vendre ca .
hope of finding the child alive is fading rapidly .,l espoir de trouver l enfant vivant s estompe rapidement .
it was such a boring speech that i fell asleep .,c etait un discours si ennuyeux que je me suis endormi .
tom and mary are at work now .,tom et mary sont au travail pour le moment .
i brought these flowers for you .,j ai apporte ces fleurs pour toi .
tom was very friendly .,tom etait tres sympathique .
i m not the only one who feels this way .,je ne suis pas la seule a ressentir ceci .
"you have a lot of money, and i have none .","tu as beaucoup d argent, et je n en ai pas ."
this tape isn t sticky .,ce ruban adhesif ne colle pas .
i found the field trip very educational .,j ai trouve l excursion tres educative .
water is important for humans .,l eau est importante pour les humains .
go get your shoes polished .,allez faire cirer vos chaussures !
i managed to get in .,j ai reussi a entrer .
i must see you .,il me faut te voir .
she called him every other day .,elle l a appele tous les deux jours .
everybody believes it .,tout le monde le croit .
i want to see what i m up against .,je veux voir a quoi je suis confronte .
this is preposterous .,c est absurde .
"in addition to being a famous physicist, he is a great novelist .","en plus d etre un physicien reconnu, c est un grand romancier ."
give him an inch and he ll take a yard .,"donnez lui la main, il vous prendra le bras ."
tom had mary s undivided attention .,tom avait toute l attention de mary .
get into the car .,rentre dans la voiture .
how do i get to chinatown ?,comment puis je me rendre dans le quartier chinois ?
tom ate a chicken sandwich .,tom a mange un sandwich au poulet .
this guy s great at pitching curveballs .,ce type est fort pour lancer des balles a trajectoire incurvee .
i heard you whistling . you must be happy .,je t ai entendu siffler . tu dois etre heureux .
i just saw a huge owl .,je viens de voir un hibou enorme .
don t forget to mail the letter .,n oubliez pas de mettre la lettre au courrier .
give me a ring if you find out anything .,donne moi un anneau si tu decouvres quelque chose .
i ll show you around town .,je vous montrerai la ville .
it is high time you spilled the beans .,il est grand temps que vous vous mettiez a table .
follow us .,suivez nous !
am i dying ?,suis je en train de trepasser ?
get away .,partez .
there is no answer to your question .,ta question n a pas de reponse .
you can t pick who you fall for .,on ne choisit pas de qui on tombe amoureux .
half the students were absent .,la moitie des etudiants furent absents .
good job !,bien joue !
i ll be back in an hour or so .,je serai de retour dans environ une heure .
this question is very simple .,cette question est tres simple .
tell us all the gossip .,racontez nous tous les commerages !
you must take his age into account .,tu dois prendre en compte son age .
how absurd !,quelle absurdite !
i just don t want to see you get hurt .,je ne veux tout simplement pas vous voir etre blesse .
where s the pharmacy ?,ou se trouve la pharmacie ?
i just did what you asked me to do .,j aisimplementfaitcequetum asdemandedefaire .
are you going or not ?,y allez vous ou pas ?
i will go there on foot or by bicycle next time .,"je m y rendrai a pied ou en velo, la prochaine fois ."
tom had to push his bicycle today because it had a flat tire .,tom a du pousser sa bicyclette aujourd hui car il avait un pneu degonfle .
no one could deny this .,personne ne pouvait le nier .
summer is almost over .,l ete est bientot fini .
you don t need to hurry .,vous navez pas besoin de vous presser .
i don t need to tell you anything .,je n ai pas besoin de vous dire quoi que ce soit .
i could hear tom yelling .,j entends tom hurler .
he was delighted at the result .,il fut ravi du resultat .
i ll call you within a week .,je vous rappelle dans la semaine .
i find it difficult to express my meaning in words .,j eprouve de la difficulte a exprimer mon opinion en paroles .
thanks for phoning .,merci d avoir appele .
what should i give tom for christmas ?,que devrais je offrir a tom pour noel ?
feel this .,touchez ca !
they re on good terms with their neighbors .,ils sont en bons termes avec leurs voisins .
several people are already waiting .,plusieurs personnes attendent deja .
the test was easy .,le controle etait facile .
"at last, you ve hit the nail on the head !","enfin, tu as mis le doigt dessus !"
i had a bad cold and was in bed for a week .,j ai eu un mauvais rhume et ai ete alitee durant une semaine .
i have to admit i m curious .,je dois admettre que je suis curieux .
his incompetence began to irritate everyone .,son incompetence commencait a enerver tout le monde .
i really want to get this work done .,je veux vraiment que ce travail soit fait .
let me do that with you .,laisse moi faire ca avec toi .
my brother is holding a camera in his hand .,mon frere a un appareil photo a la main .
it s his .,c est la sienne .
tom said that mary won t do that .,tom a dit que mary n allait pas faire ca .
i ll leave that up to you .,je laisserai ca a tes soins .
the giants beat the lions yesterday .,"les geants ont battu les lions, hier ."
i will be back soon .,je reviens de suite .
i want you to wash the car .,je veux que tu laves la voiture .
i didn t know tom was dying .,je ne savais pas que tom etait mourant .
hurry up .,magnez vous !
we watched tv last night .,"hier soir, nous avons regarde la television ."
this was my idea .,c etait mon idee .
he told me to meet him at his apartment .,il me dit de le rencontrer a son appartement .
"it s a nice country to visit, but i wouldn t live there .",c est un beau pays a visiter mais je n y vivrais pas .
i m broke .,je suis fauche .
i wish you had come with us .,j eus aime que tu vinsses avec nous .
which one is more expensive ?,laquelle est plus chere ?
that s not very elegant .,ce n est pas tres elegant .
are you flirting with him ?,etes vous en train de le draguer ?
how many computers have you had so far ?,combien d ordinateurs avez vous eu jusqu a present ?
what exactly is going on here ?,qu est ce qui se passe ici exactement ?
seriously ?,vraiment ?
i beg you .,je vous en prie .
tom is sarcastic .,tom est sarcastique .
we advertise our products on tv .,nous faisons la publicite de nos produits a la television .
today is tom s birthday .,aujourd hui c est l anniversaire de tom .
i m not easily impressed .,je ne suis pas facilement impressionnee .
i can t ask tom to do that .,je ne peux pas demander a tom de faire ca .
it s your problem now .,c est desormais ton probleme .
we have to do our best .,nous devons faire de notre mieux .
i remember it .,je me le rappelle .
let s go outside and sit in the garden .,sortons nous asseoir dans le jardin .
warn tom .,avertis tom .
tom decided to risk it all .,tom a decide de tout risquer .
i can t do this without your help .,je ne peux pas faire ceci sans votre aide .
how long have i been here ?,combien de temps ai je ete ici ?
i figured you could use some help .,j ai pense que vous ne refuseriez pas d aide .
she belongs to the tennis club .,elle appartient au club de tennis .
see you !,ciao .
i figured i d find you here .,j ai songe que je vous trouverais la .
"excuse me, what s going on ?","excuse moi, qu est ce qui se passe ?"
"tom is his real name, isn t it ?","tom est son vrai prenom, n est ce pas ?"
there s no point doing that .,cela ne sert a rien de faire cela .
he is washing the car .,il est en train de laver la voiture .
get out .,disparais !
"if he doesn t come, what ll you do ?","s il ne vient pas, que feras tu ?"
i think tom wants more .,je pense que tom en veut davantage .
i don t see why i need to do this .,je ne vois pas pourquoi j ai besoin de faire ca .
you re not allowed to leave this room .,vous n etes pas autorise a quitter cette piece .
did you not know that ?,ne le savais tu pas ?
i know why you did it .,je sais pourquoi vous l avez fait .
i know that you aren t stupid .,je sais que tu n es pas stupide .
tom says he s already paid .,tom dit qu il a deja paye .
the cat sat on the mat .,le chat s est assis sur le tapis .
"the door opened and there she was, standing in the doorway .","la porte s ouvrit et elle etait la, se tenant dans l encadrement de la porte ."
the cats are afraid of water .,les chats craignent l eau .
my parents were proud of me .,mes parents furent fiers de moi .
he was looking for this very thing .,il cherchait justement cette chose la .
night is when most people sleep .,c est la nuit que la plupart des gens dorment .
i can barely see it .,j arrive a peine a le voir .
i want this to be yours .,je veux que ce soit le votre .
that s ok .,ca va .
i m growing tired of all this arguing .,toutes ces disputes commencent a me fatiguer .
i ve never worked this hard before .,je n ai jamais travaille si dur auparavant .
we never had that opportunity .,nous n en avons jamais eu l occasion .
i was saving this piece of cake for you .,j ai garde cette part de gateau pour toi .
i did the job to the best of my ability .,j ai rempli mon travail au mieux de mes capacites .
look out !,regarde donc !
i m glad you could make it .,je suis ravie que vous ayez pu venir .
we re your last hope .,nous sommes ton dernier espoir .
this movie is rated pg .,ce film est classe pg .
are you lost ?,es tu perdue ?
i guess you heard about what happened this morning .,je suppose que tu as entendu dire ce qui s est produit ce matin .
i was almost right .,j avais presque raison .
all my friends say that .,toutes mes amies disent ca .
tom likes science fiction .,tom aime la science fiction .
it would only be a waste of time .,ce serait juste une perte de temps .
"how do you say ""hello"" in french ?",comment dit on hello en francais ?
be careful not to drink too much .,faites attention a ne pas trop boire !
do you really believe those stories ?,crois tu vraiment ces histoires ?
i met them .,je les rencontrai .
have you heard anything about it ?,as tu entendu quelque chose a ce sujet ?
tom must ve left the water running .,tom a du laisser couler l eau .
he s not in the least interested in what is happening in the world .,il ne s interesse pas du tout a ce qui se passe dans le monde .
"i m going to miss you, too .",vous allez aussi me manquer .
i kept my word .,j ai tenu parole .
who cares ?,qui s en soucie ?
am i fat ?,suis je grosse ?
leave tom .,quitte tom .
why don t you just read the instructions ?,pourquoi est ce que vous ne lisez simplement pas les instructions ?
swimming makes your legs strong .,nager renforce les jambes .
he can do it far better than i can .,il peut le faire beaucoup mieux que moi .
why are you asking me this ?,pourquoi me demandes tu cela ?
fasten your seatbelts .,attachez vos ceintures !
kiss tom .,embrasse tom .
i have children .,j ai des enfants .
i m reading the new york times .,je lis le new york times .
you and i don t think alike .,vous et moi ne pensons pas pareil .
i was glad you weren t here .,je me rejouis que tu n etais pas ici .
football is an exciting sport .,le football est un sport excitant .
you re putting words in my mouth .,vous me mettez les mots dans la bouche .
i didn t go .,je n y suis pas alle .
that man looks familiar .,cet homme me dit quelque chose .
the teacher patted me on the back .,le professeur m a felicite .
yesterday was very cold so i wore a hat .,hier jai mis un chapeau parce quil faisait tres froid .
she tried .,elle a essaye .
that s life .,c est la vie .
stay in bed .,restez alite !
what kind of things make you angry ?,quel genre de choses t enerve ?
he s always complaining about something .,il se plaint toujours de quelque chose .
you need to study more .,vous avez besoin de plus etudier .
she is not afraid of anything .,elle n a peur de rien .
this book was new .,ce livre etait neuf .
she s always grumbling .,elle rale tout le temps .
read this .,lis ceci .
water power turns the wheel .,c est l energie hydraulique qui actionne la roue .
you must not invade the privacy of others .,n enfreins point la vie privee de tes prochains .
i hope everyone agrees .,j espere que tout le monde est d accord .
i m supporting you .,je vous soutiens .
have you tried japanese beer ?,as tu goute la biere japonaise ?
an elephant has a long nose .,l elephant a un long nez .
gulliver s travels was written by a famous english writer .,les voyages de gulliver furent ecrits par un celebre ecrivain anglais .
you don t sound entirely convinced .,"a t entendre, tu n es pas completement convaincu ."
i never saw tom before today .,je n ai jamais vu tom avant aujourd hui .
they were better than i expected .,ils etaient meilleurs que ce a quoi je m attendais .
helen keller was deaf and blind .,hellen keller etait sourde et aveugle .
i shouldn t have to do that again .,je ne devrais pas avoir a le refaire .
i want to take you to lunch .,je veux t emmener dejeuner .
this ll only take a moment .,ceci ne prendra qu un moment .
save yourself .,sauvez vous !
tom thought everything was in order .,tom pensait que tout etait en ordre .
you seem to be a busy man .,vous semblez etre un homme occupe .
the flower pot crashed to the sidewalk .,le pot de fleurs s est ecrase sur le trottoir .
he set fire to his own house .,il mit le feu a sa propre maison .
you re not prepared for what awaits you .,vous n etes pas prepare a ce qui vous attend .
tom s new girlfriend is quite attractive .,la nouvelle copine de tom est plutot seduisante .
i use google every day .,j utilise google tous les jours .
i have a debt to pay .,j ai une dette a payer .
he asked me if i liked mathematics .,il m a demande si j aime les mathematiques .
will you do that today ?,allez vous faire ca aujourd hui ?
someone turned the alarm off .,quelqu un a eteint l alarme .
see you .,ciao .
hold it !,ne bougez plus !
he said two or three words and left .,il dit deux ou trois mots et partit .
they drank coffee .,ils ont bu du cafe .
the previous tenant took excellent care of her apartment .,la locataire precedente a pris grand soin de son appartement .
the brandenburg gate is one of the most famous landmarks in germany .,la porte de brandebourg est un des monuments les plus celebres d allemagne .
that baby is fat and healthy .,ce bebe est dodu et en bonne sante .
we are going to the movies . come with us .,nous allons au cine : viens donc avec nous !
tom took off his belt .,tom retira sa ceinture .
you ll feel better after a bath .,tu te sentiras mieux apres un bain .
i will come if i have time .,je viendrai si j ai le temps .
tom is saving money for a trip to australia .,tom economise de l argent pour un voyage en australie .
i think it s time for me to start taking my responsibilities seriously .,je pense qu il est temps que je commence a prendre mes responsabilites au serieux .
i can t believe you would do that to me .,je n arrive pas a croire que tu me ferais ca .
we re not watching .,nous ne regardons pas .
they lied .,elles ont menti .
i basically like your plan .,"a la base, j aime votre plan ."
i m unlucky .,je suis malchanceux .
i think it is a gift .,je pense que c est un present .
why do you want stamps ?,pourquoi veux tu des timbres ?
how many names were on the list ?,combien y avait il de noms sur la liste ?
i just can t help you right now .,je ne peux simplement pas vous aider a l instant .
i ve misjudged you .,je t ai mejuge .
"before you go to visit him, you should make sure he s at home .","avant d aller lui rendre visite, vous devriez vous assurer qu il se trouve a son domicile ."
that s a lot to remember .,c est beaucoup a se rappeler .
did tom ever tell you what he wanted for christmas ?,tom t a t il deja dit ce qu il voulait pour noel ?
my glasses are on my nightstand .,mes lunettes sont sur ma table de nuit .
tom does that a lot better than i do .,tom fait cela bien mieux que moi .
are you going to sing here ?,allez vous chanter ici ?
i didn t factor those variables into the equation .,je n ai pas pris en compte ces variables dans l equation .
tom has a loose tooth .,tom a une dent qui bouge .
i ll never leave you .,je ne te quitterai jamais .
tom has an opinion on everything .,tom a un avis sur tout .
that is the sort of job i am cut out for .,c est le genre de travail pour lequel je suis fait .
"you might think i m too old for you, but i don t think you re too young for me .","vous pensez peut etre que je suis trop vieux pour vous, mais je ne pense pas que vous etes trop jeune pour moi ."
"on a good day, you can see the coast of estonia from helsinki .","par beau temps, on peut voir la cote estonienne depuis helsinki ."
i want this to be yours .,je veux que ce soit le tien .
you give up too easily .,tu abandonnes trop facilement .
help me .,aidez moi .
