J'ai aidé.,Eu ajudei.
Vous serez bientôt sur pieds.,Você estará nos pés em breve.
"Après avoir lu ses livres, j'ai le sentiment de pouvoir construire une maison.","Depois de ler seus livros, sinto que eles podem construir uma casa."
La fille laissa l'oiseau s'envoler.,A garota deixou o pássaro voando para longe.
Tom s'est caché sous la table.,Tom se escondeu debaixo da mesa.
Elles soutinrent son droit à parler librement.,Eles apoiaram seu direito de falar livremente.
J'habitais près d'un parc.,Eu morava perto de um parque.
Il te faut sortir davantage de la maison.,Você tem que sair mais da casa.
Partons-nous ?,Vamos lá?
Tout se passait si vite.,Tudo aconteceu tão rápido.
Dites-nous ce qui se passe.,Diga-nos o que está acontecendo.
J'étais en chemin pour vous voir.,Eu estava a caminho de ver você.
Depuis quand êtes-vous à Boston ?,Desde quando você está em Boston?
J'allais le faire de toute façon.,Eu ia fazer isso de qualquer maneira.
Parviens-tu à distinguer les jumeaux ?,Você consegue distinguir gêmeos?
J'ai jeté une balle à mon chien et il l'a rattrapé dans la gueule.,Eu joguei uma bala para o meu cachorro e ele a pegou na boca.
Sors les ordures !,Saindo de lixo!
Montre-moi comment ça fonctionne.,Mostre-me como funciona.
Es-tu prête pour le voyage ?,Você está pronto para a viagem?
Laissez-moi partir !,Me deixar ir !
Nous avons réussi à allumer un feu.,Nós conseguimos acender um incêndio.
Ne supprime pas ce fichier.,Não exclua este arquivo.
J’ai acheté un stylo comme le tien hier.,Eu comprei uma caneta como a sua.
T'amuses-tu bien ?,Você está pensando?
Je me suis refusé à payer.,Eu me recusei a pagar.
Je veux une augmentation.,Eu quero um aumento.
Je n'ai pas compris ce qui se produisait.,Eu não entendi o que estava acontecendo.
"Vous voulez vraiment le faire, n'est-ce pas ?","Você realmente quer fazer isso, não é?"
J'entends parfois des rumeurs à son sujet.,Às vezes ouço rumores sobre isso.
C'est une question de goût.,É uma questão de gosto.
"Vous pouvez utiliser ce stylo, pour le moment.","Você pode usar essa caneta, no momento."
Je m'en sortirai.,Vou sair.
Aucune montagne au Japon n'est plus grande que le Mont Fuji.,Nenhuma montanha no Japão é maior que a Monte Fuji.
C'est ce que je suis censée être en train de faire.,Isso é o que eu deveria estar fazendo.
J'ai demandé à Tom une faveur.,Eu perguntei a Tom um favor.
C'est quelque chose que ma sœur n'a jamais eu envie de faire.,É algo que minha irmã nunca quis fazer.
Je pense que tu es trop malade pour aller à l'école.,Eu acho que você está doente demais para ir para a escola.
Il s'agit de l'un des leurs.,Este é um deles.
"Il est temps pour moi d'y aller, les enfants !","É hora de eu ir, crianças!"
Vous êtes très intelligente.,Você é muito inteligente.
Tout changea.,Tudo mudou.
J'ignore si Tom vit encore ici ou non.,Eu não sei se Tom ainda vive aqui ou não.
Que voulez-vous être lorsque vous deviendrez grands ?,O que você quer ser quando se tornar grande?
« Est-ce que le temps va se dégager ? » « Je l'espère. »,"""O tempo vai sair? "" "" Espero que sim. »"
Laisse le thé infuser pendant dix minutes.,Deixa infundir chá por dez minutos.
J'ai cassé un vase aujourd'hui.,Eu quebrei um vaso hoje.
Les carottes sont bonnes pour la vue.,As cenouras são boas para a vista.
Il économise pour pouvoir aller à l'université.,Ele salva para ir para a universidade.
"Par chance, la porte était ouverte.","Felizmente, a porta estava aberta."
Tom veut que je m'excuse.,Tom quer que eu peça desculpas.
Je veux savoir ce que vous voulez dire.,Eu quero saber o que você quer dizer.
Je parviens à te le prouver.,Eu consigo provar isso para você.
Pouvez-vous vous imaginer comment serait la vie sans télévision ?,Você pode imaginar como foi a vida sem televisão?
Elle a laissé son parapluie dans le train.,Ela deixou seu guarda-chuva no trem.
Je l'ai rencontré par chance dans la rue.,Eu o conheci pela sorte na rua.
Les enjeux étaient élevés.,As apostas eram altas.
Revenez !,Retornar!
Tu es arrivé trop tôt.,Você chegou cedo demais.
J'ai vu tous vos films.,Eu vi todos os seus filmes.
Est-ce que quelqu'un a chanté avec toi ?,Alguém cantou com você?
Dors bien.,Durma bem.
Tom regrette ce qu'il a fait.,Tom lamenta o que ele fez.
La réunion se poursuivit jusqu'à midi.,A reunião continuou até o meio-dia.
J'ai deux frères et deux sœurs.,Eu tenho dois irmãos e duas irmas.
Seule une personne connaît la réponse à cette question.,Apenas uma pessoa conhece a resposta a esta pergunta.
Je ne pars jamais en vacances sans nettoyer mon appartement.,Eu nunca vou de férias sem limpar meu apartamento.
Nous n'avons rien à craindre.,Não temos nada a temer.
Aimerais-tu cela ?,Você gostaria?
N'éludez pas la question !,Não emite a pergunta!
Tom n'aime pas les échecs.,Tom não gosta de falhas.
Quand en auras-tu terminé avec le travail ?,Quando você terminará com o trabalho?
Je veux encore poser quelques questions.,Eu ainda quero fazer algumas perguntas.
J'ai une idée.,Eu tenho uma ideia.
La police a dispersé la foule.,A polícia espalhou a multidão.
Essaye de ne pas être si tendue.,Tente não ser tão tenso.
Aide-moi.,Ajude-me.
Mes yeux sont très sensibles à la lumière.,Meus olhos são muito sensíveis à luz.
Tom est de toute évidence inquiet.,Tom está obviamente preocupado.
Est-ce exact ?,Está correto ?
Tom ne savait pas où Marie avait envie de passer les vacances d'été.,Tom não sabia onde Mary queria passar as férias de verão.
Je me suis sentie triste.,Eu me senti triste.
Quelqu'un a éraflé ma voiture.,Alguém raspou meu carro.
Je ne sais pas qui croire.,Eu não sei quem acredita.
Tu me touches.,Você me toca.
Ça ne s'est jamais produit.,Isso nunca aconteceu.
Tom s'est senti gêné.,Tom se sentiu envergonhado.
Tom n'est pas mineur.,Tom não é menor.
L'anniversaire de Tom était avant-hier.,O aniversário de Tom foi antes de ontem.
"Allume l'autocuiseur à riz, je te prie.","Acende o fogão da pressão do arroz, eu te imploro."
Nous devrons séparer les fils.,Teremos que separar os tópicos.
Les femmes y sont meilleures que les hommes.,As mulheres são melhores que os homens.
Il dîna seul.,Ele jantei sozinho.
J’imagine que tu as faim.,Eu imagino que você está com fome.
Tom a passé Noël en prison.,Tom passou o Natal na prisão.
Retourne dans ta voiture !,Retorna ao seu carro!
Tom t'a-t-il déjà dit ce qu'il voulait pour Noël ?,Tom já te disse o que ele queria para o Natal?
Il se fait sombre dehors.,Está escuro lá fora.
Tiens la caisse des deux mains.,Segure a caixa de ambas as mãos.
Ce chien est entraîné à sentir l'odeur de la drogue.,Este cão é dirigido para sentir o cheiro de drogas.
Tom est apeuré.,Tom está assustado.
Elle frappa la balle avec force.,Ela atingiu a bala com força.
J'ai travaillé aussi dur que j'ai pu de manière à ne pas échouer.,Eu trabalhei tão duro quanto eu não consegui falhar.
Je ne vais pas rentrer à la maison.,Eu não vou para casa.
Tu serais en sécurité là.,Você estaria seguro lá.
Sortez !,Saia!
Son oncle est mort il y a cinq ans.,Seu tio morreu há cinco anos.
"Sortez d'ici, maintenant !",Sai daqui agora!
Vous ne pouvez pas y aller maintenant.,Você não pode ir agora.
J'espère que tu te sentiras mieux demain.,Espero que você se sinta melhor amanhã.
Le garçon a de bons réflexes.,O menino tem bons reflexos.
"Tom n'a aucune chance, non ?","Tom não tem chance, certo?"
Tom a passé trente jours en prison.,Tom passou trinta dias na prisão.
Je regrette d'être devenu professeur.,Eu me arrependo de ter me tornar um professor.
Je suis contente que tu sois là aujourd'hui.,Estou feliz que você esteja aqui hoje.
Assieds-toi ici.,Sente-se aqui.
Tom veut savoir si ça fait mal.,Tom quer saber se dói.
Je suis plutôt sûre que je n'ai pas dit ça.,Tenho certeza que não disse isso.
Poussez-la.,Empurre-o.
Nous nous occuperons de tout.,Nós cuidaremos de tudo.
Nous le réalisons.,Nós percebemos isso.
C'est la meilleure chose qui puisse m'arriver.,É a melhor coisa que pode acontecer comigo.
Il y a quelque chose que je ne t'ai pas encore dit.,Há algo que eu não contei ainda.
C'est marrant.,É engraçado.
Ce vieux livre est une réelle trouvaille.,Este livro antigo é um encontro real.
Nous avons besoin de faire cela bien.,Precisamos fazer isso bem.
Je pense que vous savez ce que je veux dire.,Eu acho que você sabe o que eu quero dizer.
Personne n'était dans la pièce.,Ninguém estava no quarto.
Comment arrives-tu à te concentrer ?,Como você vem se concentrando?
Verrouille-la.,Trancá-lo.
Mon père parle toujours très fort.,Meu pai sempre fala muito forte.
Est-ce éloigné ?,Está distante?
N'importe qui peut le faire s'il essaie.,Qualquer um pode fazer isso se ele tentar.
Papa sait ce qu'il fait.,Papai sabe o que ele faz.
Elle est Française.,Ela é francesa.
Je ne peux pas faire ça non plus.,Eu não posso fazer isso também.
"Nous avons eu deux fausses alertes, aujourd'hui.",Nós tivemos dois alertas falsos hoje.
Le règlement de l'école prévoit le port d'un uniforme par les élèves.,O assentamento da escola prevê o porto de um uniforme pelos alunos.
Soyez polies mais fermes.,"Ser polido, mas firme."
Je ne m'attendais pas à ce que tu te montres ici.,Eu não esperava que você assassinasse aqui.
Peux-tu répondre à cette question ?,Você pode responder a essa pergunta?
Je ne suis pas une menteuse.,Eu não sou mentiroso.
Tom est en garde à vue.,Tom é custódia.
Pourquoi fais-tu ça exactement ?,Por que você está fazendo exatamente?
Vous avez été occupés.,Você tem estado ocupado.
À quelle heure est le brunch ?,A que horas é o brunch?
Tom n'est toujours pas satisfait.,Tom ainda não está satisfeito.
"Ce que je veux vraiment, c'est quelque chose de chaud à manger.",O que eu realmente quero é algo quente para comer.
Tout a parfaitement fonctionné.,Tudo funcionou perfeitamente.
On était tous trempés.,Nós estávamos todos encharcados.
Je pense que je peux te faire confiance.,Eu acho que posso confiar em você.
La drogue peut foutre ta vie en l'air.,A droga pode conectar sua vida no ar.
Pourquoi n'êtes-vous pas en train de faire vos devoirs ?,Por que você não está fazendo sua lição de casa?
Je sais que Tom l'a fait une fois.,Eu sei que Tom fez uma vez.
Elle est venue me rendre visite.,Ela veio me visitar.
Laissez-moi prendre votre valise.,Deixe-me tomar sua mala.
Promis.,Prometido.
J'ai pensé que vous pourriez vouloir un petit-déjeuner.,Eu pensei que você poderia querer um café da manhã.
Je ne pensais pas vous rencontrer ici.,Eu não achei que você se encontrasse aqui.
Allons-y !,Vamos lá!
Pourquoi ne cuisinez-vous jamais ?,Por que você nunca cozinha?
Tu m'as presque convaincu de le faire.,Você quase me convenceu a fazer isso.
Vous chantez tout le temps.,Você canta o tempo todo.
Combien de temps êtes-vous restée à la soirée ?,Quanto tempo você ficou na festa?
Les cirques montrent-ils encore des monstres ?,Os Circus ainda mostram monstros?
Qui pourra dire que ce n'est pas ce qui était supposé avoir lieu ?,Quem vai dizer que não é o que deveria acontecer?
Je suis dans le besoin.,Eu estou precisando.
"Je suis désolé, je n'ai pas pu vous entendre.","Me desculpe, eu não pude ouvir você."
Nous nous sommes rencontrés aujourd'hui.,Nós nos encontramos hoje.
Il faut que nous les avertissions.,Devemos avisá-los.
Combien de frères as-tu ?,Quantos irmãos você tem ?
La science est très excitante.,A ciência é muito emocionante.
Pardon ?,Desculpa ?
Ce n'est pas pour cela que je le fais.,Não é por isso que faço isso.
Gardez cela.,Mantenha isso.
Appelons de l'aide.,Vamos pedir ajuda.
Beaucoup de cartes d'anniversaire arriveront bientôt.,Muitos cartões de aniversário chegarão em breve.
Je pensais à partir.,Eu pensei sobre.
Personne ne nous suivit.,Ninguém nos seguiu.
Tu as l'air de t'ennuyer.,Você parece estar entediado.
Nous sommes allées au café dont je vous ai parlé.,Nós fomos ao café que eu te falei.
Elle pleura.,Ela chorou.
Mon frère est plus fort que moi.,Meu irmão é mais forte que eu.
Oublie Tom.,Esqueça Tom.
Je n'ai pas de couvre-feu.,Eu não tenho toque de recolher.
Vous êtes introverti.,Você é introvertido.
Personne ne le comprend.,Ninguém entende isso.
Je le vis.,Eu vivo isso.
Je l'aime bien.,Eu gosto disso.
Il est son ami.,Ele é seu amigo.
Elle lui a dit de ne pas s'inquiéter.,Ela disse a ele para não se preocupar.
Je ne peux pas risquer cela.,Eu não posso arriscar isso.
On s'y met ?,Nós colocamos?
Nous sommes entourés d'ennemis.,Estamos cercados por inimigos.
La maison est faite de briques rouges.,A casa é feita de tijolos vermelhos.
Je suis heureux d'entendre parler de votre succès.,Fico feliz em ouvir sobre o seu sucesso.
Tom dit qu'il ne se mariera pas avec Mary.,Tom diz que não vai se casar com Maria.
Je pense que nous savons tous deux pourquoi je suis ici.,Eu acho que nós dois sabemos porque estou aqui.
"Excusez-moi, mais je pense que c'est ma place.","Desculpe-me, mas acho que é o meu lugar."
J'en ai fait mon affaire.,Eu fiz o meu negócio.
Qui d'entre nous est parfait ?,Quem de nós é perfeito?
N'importe qui pouvait faire ça.,Qualquer um poderia fazer isso.
Il a une bonne maîtrise de la langue persane.,Ele tem um bom domínio da língua persa.
"Je te rendrai visite à ton bureau, demain.","Eu vou visitá-lo no seu escritório, amanhã."
Ne me force pas à te faire à nouveau mal !,Não me force a fazer você ferir de novo!
Il était destiné à devenir un grand musicien.,Ele estava destinado a se tornar um ótimo músico.
Je n'ai pas pensé qu'on avait besoin de toi.,Eu não achei que precisávamos de você.
"Donnez-lui la main, il vous prendra le bras.","Dê a ele a mão, ele vai te levar."
Mangez-le.,Coma.
Écris ton nom complet !,Escreva seu nome completo!
Nous mangeons rarement dehors.,Nós raramente comemos fora.
C'était une blague drôle.,Foi uma piada engraçada.
Tom ne veut pas que tu saches la vérité.,Tom não quer que você conheça a verdade.
Pourquoi ne me lâches-tu pas ?,Por que você não deixa ir?
Savez-vous comment faire ceci ?,Você sabe como fazer isso?
La porte était grande ouverte.,A porta estava aberta.
Comment fait-on pour agrandir la police de caractères ?,Como fazemos para ampliar a fonte?
Il se tracasse toujours pour des choses sans importances.,Ele sempre rastreou coisas sem importância.
Tom a perdu.,Tom perdido.
Je veux savoir ce que c'est.,Eu quero saber o que é.
Ils sont tous allés là-bas.,Todos eles foram lá.
Nous avons quelque chose à leur dire.,Nós temos algo para dizer a eles.
Fiche ces trucs hors d'ici.,Folha estas coisas fora daqui.
Vous feriez mieux de dire la vérité.,É melhor você dizer a verdade.
Je comprends ce que tu es en train de dire.,Eu entendo o que você está dizendo.
Ça a été une journée éprouvante.,Foi um dia de tentativa.
Je ne sais pas quoi faire de ça.,Eu não sei o que fazer com isso.
Je fume.,Eu fumo.
J'irais si j'étais toi.,Eu iria se eu fosse você.
Je suis dans la baignoire.,Eu estou na banheira.
Je peux rester.,Eu posso ficar.
Il me faut vraiment y aller.,Eu realmente preciso ir.
Y a-t-il quoi que ce soit d'autre que tu veux que je fasse ?,Há mais alguma coisa que você quer que eu faça?
Soyez honnêtes.,Seja honesto.
Il est difficile d'accepter l'idée à soi-même qu'on est un échec.,"É difícil aceitar a ideia para si mesmo, somos um fracasso."
Pourquoi êtes-vous si fatiguée aujourd'hui ?,Por que você está tão cansado hoje?
Il me faut des volontaires.,Eu preciso de voluntários.
Nous lui avons laissé la décision finale.,Nós o deixamos a decisão final.
Tu as l'air très content aujourd'hui.,Você parece muito feliz hoje.
Laisse tomber ! C'est trop risqué.,Deixa para lá ! É muito arriscado.
Il part pour New York la semaine prochaine.,Ele vai para Nova York na próxima semana.
C'est une bonne nageuse.,É um bom nadador.
Ne laissez jamais tomber vos rêves !,Nunca deixe seus sonhos!
Pourquoi ne l'as-tu pas fait ?,Por que você não fez isso?
Quelle est la plus haute montagne dont tu aies fait l'ascension ?,Qual é a montanha mais alta que você fez a subida?
Je suis sûr que beaucoup de gens seraient d'accord avec vous.,Tenho certeza que muitas pessoas concordariam com você.
Je longeais la rivière.,Eu ando ao longo do rio.
Une souris court autour de la pièce.,Um mouse corre ao redor da sala.
Dois-je vous le clarifier ?,Eu tenho que esclarecer isso?
L'homme est le seul animal qui rougit. Ou qui ait besoin de le faire.,O homem é o único animal que cora. Ou quem precisa fazer isso.
Nous avons décidé de reporter la réunion à lundi prochain.,Decidimos adiar a reunião até a próxima segunda-feira.
Je serais prudent.,Eu teria cuidado.
"Je pourrais me tromper, mais je pense que Tom t'apprécie.","Eu poderia estar errado, mas acho que Tom aprecia."
Avez-vous régulièrement la bouche sèche ?,Você tem regularmente a boca seca?
Je suis venue pour vous souhaiter bonne chance.,Eu vim desejar-lhe boa sorte.
Il n'est pas bête au point de croire à une chose pareille.,Ele não é estúpido acreditar em tal coisa.
"Ils ont parié la ferme, là-dessus.","Eles apostam a fazenda, nela."
Mettons-nous au travail.,Vamos ao trabalho.
Soyez satisfaits !,Esteja satisfeito!
J'ai une longue liste de choses à faire.,Eu tenho uma longa lista de coisas para fazer.
Je l'ai vu auparavant.,Eu o vi antes.
Je ne pense pas que je compte vraiment pour toi.,Eu não acho que realmente conte com você.
Faisons nos devoirs ensemble.,Vamos juntos a nossa lição de casa.
Tom aurait pu nous suivre.,Tom poderia ter nos seguido.
Il me faut un travail.,Eu preciso de um emprego.
Tu es trop lent.,Você é muito lento.
Il est nécessaire que nous pourvoyions pour le futur.,É necessário que possamos para o futuro.
Êtes-vous satisfait de mon explication ?,Você está satisfeito com a minha explicação?
La mosquée a été incendiée au milieu de la nuit.,A mesquita foi queimada no meio da noite.
Les soldats échappèrent à la mort de justesse.,Os soldados escaparam da morte da precisão.
J'ai déjà trouvé quelqu'un pour faire ce boulot.,Eu já encontrei alguém para fazer este trabalho.
Tom adorait faire ça.,Tom adorava fazer isso.
Tu as essayé.,Você tentou.
Va dormir !,Vá dormir !
Je ne vous ai pas demandé de faire cela.,Eu não pedi para você fazer isso.
Tom possède une petite entreprise de publicité.,Tom tem uma pequena empresa de publicidade.
Je n'ai pas pu dormir du tout la nuit dernière.,Eu não conseguia dormir toda a noite passada.
Cela peut être affirmé de façon catégorique.,Isso pode ser afirmado categoricamente.
C'est ce que je fais d'ordinaire.,Isso é o que eu costumo.
Je l'ai construit.,Eu construí.
Puis-je prendre ceci avec moi ?,Posso levar isso comigo?
Quelle est la chose la plus étrange que vous ayez jamais mangée ?,Qual é a coisa mais estranha que você já comeu?
"Ne sachant que faire, je lui demandai de l'aide.","Não sabendo o que fazer, pedi ajuda."
L'énergie solaire devient chaque année plus viable.,A energia solar torna-se mais viável a cada ano.
"S'il te plaît, reste ici.","Por favor, fique aqui."
J'étais une mauvaise étudiante.,Eu era um estudante ruim.
Qu'est cette tache ?,O que esta mancha?
Quand voulez-vous que je commence ?,Quando você quer que eu comece?
Ils substituèrent du pétrole au charbon.,Eles substituíram o óleo de carvão.
Je sais ce que tu es en train de penser.,Eu sei o que você está pensando.
Je payai.,Eu paguei.
Nous passons la veille de Noël chez les parents de ma femme.,Passamos a véspera de Natal com os pais da minha esposa.
Ces fleurs ne sont pas pour vous.,Essas flores não são para você.
Je te suivrai jusqu'au bout du monde.,Eu te seguirei até o fim do mundo.
C'est un gros choc.,É um grande choque.
Tom est inconscient.,Tom é inconsciente.
Tom est debout sur la table pour changer une ampoule.,Tom está de pé na mesa para mudar uma lâmpada.
Avez-vous une question ?,Você tem uma pergunta ?
C'est évident.,É obvio.
C'est difficile de parler trois langues.,É difícil falar três idiomas.
Nous sommes arrivés sains et saufs.,Chegamos saudáveis ​​e som.
Je lui ai demandé.,Eu perguntei a ele.
Ils ont menti.,Eles mentiram.
Il est mouillé.,Ele está molhado.
Tu es une très bonne footballeuse.,Você é um bom jogador de futebol.
T'a-t-il dit quelque chose ?,Ele te disse alguma coisa?
Vous êtes intrépides.,Você é intrépido.
Tom ne pense pas qu'il va pleuvoir demain.,Tom não acha que ele vai chover amanhã.
Notre réfrigérateur est en panne.,Nossa geladeira está para baixo.
Rien de tel ne se reproduira.,Nada como vai acontecer novamente.
Nous nous comprenons.,Nós nos entendemos.
La statue de bronze a l'air assez belle à distance.,A estátua de bronze parece muito bonita remotamente.
Tom est beau et charismatique.,Tom é lindo e carismático.
Je vous remercie.,Obrigada.
Ils se mirent immédiatement à travailler.,Eles imediatamente começaram a trabalhar.
Quelle couleur est-ce que tu préfères ? Le bleu ou le rouge ?,Qual cor que você prefere? Azul ou vermelho?
J'ai été incarcéré.,Eu estava encarcerado.
Est-ce ta nouvelle petite amie ?,É sua nova namorada?
J'ai embouti un arbre.,Eu estampei uma árvore.
Celles qui veulent rester peuvent le faire.,Aqueles que querem ficar podem fazer isso.
Il est venu pour me prendre.,Ele veio para me levar.
Noël arrive à grands pas.,O Natal vem rápido.
Je ne vais pas t'indiquer comment le faire.,Eu não vou te dizer como fazer isso.
Puis-je le faire immédiatement ?,Posso fazer isso imediatamente?
Ils ont été responsables de l'accident.,Eles foram responsáveis ​​pelo acidente.
L'huile flottera sur l'eau.,O óleo flutuará na água.
Je vous ai vu.,Eu vi você.
Arrêtez !,Pare!
Tom paraît très opiniâtre.,Tom parece muito teimoso.
"Tu es juste jaloux, c'est tout.","Você está apenas com ciúmes, isso é tudo."
Peux-tu me dire ce que Tom a fait ?,Você pode me dizer o que Tom fez?
Un épais brouillard a retardé notre vol.,Uma névoa espessa atrasou nosso vôo.
Quelle est ta cible ?,Qual é o seu alvo?
Apporte-moi ma canne.,Traga-me minha bengala.
Elle ne sait pas faire de la bicyclette.,Ela não sabe como fazer bicicleta.
Ils fêtent Noël avec des cadeaux.,Eles celebram o Natal com presentes.
Tom a apporté des fleurs.,Tom trouxe flores.
Venez en ville avec nous !,Venha para a cidade conosco!
Cela a-t-il été difficile à fabriquer ?,Isso foi difícil de fabricar?
Nous avons été longtemps amies.,Nós somos amigos por muito tempo.
"Je n'aime pas le sable. C'est grossier, rugueux, irritant et ça se fourre partout.","Eu não gosto de areia. É grosseiro, áspero, irritante e se vira em todos os lugares."
J'ai du mal à entendre.,Eu tenho problemas para ouvir.
Quelque chose ne va pas.,Algo está errado.
"Pour faire ça, tu dois te lever plus tôt.","Para fazer isso, você tem que se levantar mais cedo."
La moitié des étudiants furent absents.,Metade dos alunos estava ausente.
Il est anglais mais vit en Inde.,"Ele é inglês, mas vive na Índia."
Qu'avez-vous dit ? Pouvez-vous le répéter ?,O que você disse ? Você pode repetir?
"J'ai tenté d'ouvrir la porte mais je n'ai pas pu, comme elle était verrouillée.","Eu tentei abrir a porta, mas eu não podia, como estava trancado."
N'est-il pas un peu jeune ?,Não é um pouco jovem?
Mon fils aime les livres sur les animaux.,Meu filho gosta de livros sobre animais.
Une personne qui pourchasse deux lapins n'en attrapera aucun.,Uma pessoa que abraça dois coelhos não vai não pegar.
Je vis la personne que j'attendais se tenir là.,Eu vi a pessoa que eu esperava ficar lá.
Qu'y a-t-il ?,O que é ?
Avez-vous une taille plus grande ?,Você tem um tamanho maior?
