j ai casse un vase aujourd hui .,eu quebrei um vaso hoje .
les carottes sont bonnes pour la vue .,as cenouras sao boas para a vista .
il economise pour pouvoir aller a l universite .,ele salva para ir para a universidade .
"par chance, la porte etait ouverte .","felizmente, a porta estava aberta ."
tom veut que je m excuse .,tom quer que eu peca desculpas .
je veux savoir ce que vous voulez dire .,eu quero saber o que voce quer dizer .
je parviens a te le prouver .,eu consigo provar isso para voce .
pouvez vous vous imaginer comment serait la vie sans television ?,voce pode imaginar como foi a vida sem televisao ?
elle a laisse son parapluie dans le train .,ela deixou seu guarda chuva no trem .
je l ai rencontre par chance dans la rue .,eu o conheci pela sorte na rua .
les enjeux etaient eleves .,as apostas eram altas .
revenez !,retornar !
tu es arrive trop tot .,voce chegou cedo demais .
j ai vu tous vos films .,eu vi todos os seus filmes .
est ce que quelqu un a chante avec toi ?,alguem cantou com voce ?
dors bien .,durma bem .
tom regrette ce qu il a fait .,tom lamenta o que ele fez .
la reunion se poursuivit jusqu a midi .,a reuniao continuou ate o meio dia .
j ai deux freres et deux surs .,eu tenho dois irmaos e duas irmas .
seule une personne connait la reponse a cette question .,apenas uma pessoa conhece a resposta a esta pergunta .
je ne pars jamais en vacances sans nettoyer mon appartement .,eu nunca vou de ferias sem limpar meu apartamento .
nous n avons rien a craindre .,nao temos nada a temer .
aimerais tu cela ?,voce gostaria ?
n eludez pas la question !,nao emite a pergunta !
tom n aime pas les echecs .,tom nao gosta de falhas .
quand en auras tu termine avec le travail ?,quando voce terminara com o trabalho ?
je veux encore poser quelques questions .,eu ainda quero fazer algumas perguntas .
j ai une idee .,eu tenho uma ideia .
la police a disperse la foule .,a policia espalhou a multidao .
essaye de ne pas etre si tendue .,tente nao ser tao tenso .
aide moi .,ajude me .
mes yeux sont tres sensibles a la lumiere .,meus olhos sao muito sensiveis a luz .
tom est de toute evidence inquiet .,tom esta obviamente preocupado .
est ce exact ?,esta correto ?
tom ne savait pas ou marie avait envie de passer les vacances d ete .,tom nao sabia onde mary queria passar as ferias de verao .
je me suis sentie triste .,eu me senti triste .
quelqu un a erafle ma voiture .,alguem raspou meu carro .
je ne sais pas qui croire .,eu nao sei quem acredita .
tu me touches .,voce me toca .
ca ne s est jamais produit .,isso nunca aconteceu .
tom s est senti gene .,tom se sentiu envergonhado .
tom n est pas mineur .,tom nao e menor .
l anniversaire de tom etait avant hier .,o aniversario de tom foi antes de ontem .
"allume l autocuiseur a riz, je te prie .","acende o fogao da pressao do arroz, eu te imploro ."
nous devrons separer les fils .,teremos que separar os topicos .
les femmes y sont meilleures que les hommes .,as mulheres sao melhores que os homens .
il dina seul .,ele jantei sozinho .
jimagine que tu as faim .,eu imagino que voce esta com fome .
tom a passe noel en prison .,tom passou o natal na prisao .
retourne dans ta voiture !,retorna ao seu carro !
tom t a t il deja dit ce qu il voulait pour noel ?,tom ja te disse o que ele queria para o natal ?
il se fait sombre dehors .,esta escuro la fora .
tiens la caisse des deux mains .,segure a caixa de ambas as maos .
ce chien est entraine a sentir l odeur de la drogue .,este cao e dirigido para sentir o cheiro de drogas .
tom est apeure .,tom esta assustado .
elle frappa la balle avec force .,ela atingiu a bala com forca .
j ai travaille aussi dur que j ai pu de maniere a ne pas echouer .,eu trabalhei tao duro quanto eu nao consegui falhar .
je ne vais pas rentrer a la maison .,eu nao vou para casa .
tu serais en securite la .,voce estaria seguro la .
sortez !,saia !
son oncle est mort il y a cinq ans .,seu tio morreu ha cinco anos .
"sortez d ici, maintenant !",sai daqui agora !
vous ne pouvez pas y aller maintenant .,voce nao pode ir agora .
j espere que tu te sentiras mieux demain .,espero que voce se sinta melhor amanha .
le garcon a de bons reflexes .,o menino tem bons reflexos .
"tom n a aucune chance, non ?","tom nao tem chance, certo ?"
tom a passe trente jours en prison .,tom passou trinta dias na prisao .
je regrette d etre devenu professeur .,eu me arrependo de ter me tornar um professor .
je suis contente que tu sois la aujourd hui .,estou feliz que voce esteja aqui hoje .
assieds toi ici .,sente se aqui .
tom veut savoir si ca fait mal .,tom quer saber se doi .
je suis plutot sure que je n ai pas dit ca .,tenho certeza que nao disse isso .
poussez la .,empurre o .
nous nous occuperons de tout .,nos cuidaremos de tudo .
nous le realisons .,nos percebemos isso .
c est la meilleure chose qui puisse m arriver .,e a melhor coisa que pode acontecer comigo .
il y a quelque chose que je ne t ai pas encore dit .,ha algo que eu nao contei ainda .
c est marrant .,e engracado .
ce vieux livre est une reelle trouvaille .,este livro antigo e um encontro real .
nous avons besoin de faire cela bien .,precisamos fazer isso bem .
je pense que vous savez ce que je veux dire .,eu acho que voce sabe o que eu quero dizer .
personne n etait dans la piece .,ninguem estava no quarto .
comment arrives tu a te concentrer ?,como voce vem se concentrando ?
verrouille la .,tranca lo .
mon pere parle toujours tres fort .,meu pai sempre fala muito forte .
est ce eloigne ?,esta distante ?
n importe qui peut le faire s il essaie .,qualquer um pode fazer isso se ele tentar .
papa sait ce qu il fait .,papai sabe o que ele faz .
elle est francaise .,ela e francesa .
je ne peux pas faire ca non plus .,eu nao posso fazer isso tambem .
"nous avons eu deux fausses alertes, aujourd hui .",nos tivemos dois alertas falsos hoje .
le reglement de l ecole prevoit le port d un uniforme par les eleves .,o assentamento da escola preve o porto de um uniforme pelos alunos .
soyez polies mais fermes .,"ser polido, mas firme ."
je ne m attendais pas a ce que tu te montres ici .,eu nao esperava que voce assassinasse aqui .
peux tu repondre a cette question ?,voce pode responder a essa pergunta ?
je ne suis pas une menteuse .,eu nao sou mentiroso .
tom est en garde a vue .,tom e custodia .
pourquoi fais tu ca exactement ?,por que voce esta fazendo exatamente ?
vous avez ete occupes .,voce tem estado ocupado .
a quelle heure est le brunch ?,a que horas e o brunch ?
tom n est toujours pas satisfait .,tom ainda nao esta satisfeito .
"ce que je veux vraiment, c est quelque chose de chaud a manger .",o que eu realmente quero e algo quente para comer .
tout a parfaitement fonctionne .,tudo funcionou perfeitamente .
on etait tous trempes .,nos estavamos todos encharcados .
je pense que je peux te faire confiance .,eu acho que posso confiar em voce .
la drogue peut foutre ta vie en l air .,a droga pode conectar sua vida no ar .
pourquoi n etes vous pas en train de faire vos devoirs ?,por que voce nao esta fazendo sua licao de casa ?
je sais que tom l a fait une fois .,eu sei que tom fez uma vez .
elle est venue me rendre visite .,ela veio me visitar .
laissez moi prendre votre valise .,deixe me tomar sua mala .
promis .,prometido .
j ai pense que vous pourriez vouloir un petit dejeuner .,eu pensei que voce poderia querer um cafe da manha .
je ne pensais pas vous rencontrer ici .,eu nao achei que voce se encontrasse aqui .
allons y !,vamos la !
pourquoi ne cuisinez vous jamais ?,por que voce nunca cozinha ?
tu m as presque convaincu de le faire .,voce quase me convenceu a fazer isso .
vous chantez tout le temps .,voce canta o tempo todo .
combien de temps etes vous restee a la soiree ?,quanto tempo voce ficou na festa ?
les cirques montrent ils encore des monstres ?,os circus ainda mostram monstros ?
qui pourra dire que ce n est pas ce qui etait suppose avoir lieu ?,quem vai dizer que nao e o que deveria acontecer ?
je suis dans le besoin .,eu estou precisando .
"je suis desole, je n ai pas pu vous entendre .","me desculpe, eu nao pude ouvir voce ."
nous nous sommes rencontres aujourd hui .,nos nos encontramos hoje .
il faut que nous les avertissions .,devemos avisa los .
combien de freres as tu ?,quantos irmaos voce tem ?
la science est tres excitante .,a ciencia e muito emocionante .
pardon ?,desculpa ?
ce n est pas pour cela que je le fais .,nao e por isso que faco isso .
gardez cela .,mantenha isso .
appelons de l aide .,vamos pedir ajuda .
beaucoup de cartes d anniversaire arriveront bientot .,muitos cartoes de aniversario chegarao em breve .
je pensais a partir .,eu pensei sobre .
personne ne nous suivit .,ninguem nos seguiu .
tu as l air de t ennuyer .,voce parece estar entediado .
nous sommes allees au cafe dont je vous ai parle .,nos fomos ao cafe que eu te falei .
elle pleura .,ela chorou .
mon frere est plus fort que moi .,meu irmao e mais forte que eu .
oublie tom .,esqueca tom .
je n ai pas de couvre feu .,eu nao tenho toque de recolher .
vous etes introverti .,voce e introvertido .
personne ne le comprend .,ninguem entende isso .
je le vis .,eu vivo isso .
je l aime bien .,eu gosto disso .
il est son ami .,ele e seu amigo .
elle lui a dit de ne pas s inquieter .,ela disse a ele para nao se preocupar .
je ne peux pas risquer cela .,eu nao posso arriscar isso .
on s y met ?,nos colocamos ?
nous sommes entoures d ennemis .,estamos cercados por inimigos .
la maison est faite de briques rouges .,a casa e feita de tijolos vermelhos .
je suis heureux d entendre parler de votre succes .,fico feliz em ouvir sobre o seu sucesso .
tom dit qu il ne se mariera pas avec mary .,tom diz que nao vai se casar com maria .
je pense que nous savons tous deux pourquoi je suis ici .,eu acho que nos dois sabemos porque estou aqui .
"excusez moi, mais je pense que c est ma place .","desculpe me, mas acho que e o meu lugar ."
j en ai fait mon affaire .,eu fiz o meu negocio .
qui d entre nous est parfait ?,quem de nos e perfeito ?
n importe qui pouvait faire ca .,qualquer um poderia fazer isso .
il a une bonne maitrise de la langue persane .,ele tem um bom dominio da lingua persa .
"je te rendrai visite a ton bureau, demain .","eu vou visita lo no seu escritorio, amanha ."
ne me force pas a te faire a nouveau mal !,nao me force a fazer voce ferir de novo !
il etait destine a devenir un grand musicien .,ele estava destinado a se tornar um otimo musico .
je n ai pas pense qu on avait besoin de toi .,eu nao achei que precisavamos de voce .
"donnez lui la main, il vous prendra le bras .","de a ele a mao, ele vai te levar ."
mangez le .,coma .
ecris ton nom complet !,escreva seu nome completo !
nous mangeons rarement dehors .,nos raramente comemos fora .
c etait une blague drole .,foi uma piada engracada .
tom ne veut pas que tu saches la verite .,tom nao quer que voce conheca a verdade .
pourquoi ne me laches tu pas ?,por que voce nao deixa ir ?
savez vous comment faire ceci ?,voce sabe como fazer isso ?
la porte etait grande ouverte .,a porta estava aberta .
comment fait on pour agrandir la police de caracteres ?,como fazemos para ampliar a fonte ?
il se tracasse toujours pour des choses sans importances .,ele sempre rastreou coisas sem importancia .
tom a perdu .,tom perdido .
je veux savoir ce que c est .,eu quero saber o que e .
ils sont tous alles la bas .,todos eles foram la .
nous avons quelque chose a leur dire .,nos temos algo para dizer a eles .
fiche ces trucs hors d ici .,folha estas coisas fora daqui .
vous feriez mieux de dire la verite .,e melhor voce dizer a verdade .
je comprends ce que tu es en train de dire .,eu entendo o que voce esta dizendo .
ca a ete une journee eprouvante .,foi um dia de tentativa .
je ne sais pas quoi faire de ca .,eu nao sei o que fazer com isso .
je fume .,eu fumo .
j irais si j etais toi .,eu iria se eu fosse voce .
je suis dans la baignoire .,eu estou na banheira .
je peux rester .,eu posso ficar .
il me faut vraiment y aller .,eu realmente preciso ir .
y a t il quoi que ce soit d autre que tu veux que je fasse ?,ha mais alguma coisa que voce quer que eu faca ?
soyez honnetes .,seja honesto .
il est difficile d accepter l idee a soi meme qu on est un echec .,"e dificil aceitar a ideia para si mesmo, somos um fracasso ."
pourquoi etes vous si fatiguee aujourd hui ?,por que voce esta tao cansado hoje ?
il me faut des volontaires .,eu preciso de voluntarios .
nous lui avons laisse la decision finale .,nos o deixamos a decisao final .
tu as l air tres content aujourd hui .,voce parece muito feliz hoje .
laisse tomber ! c est trop risque .,deixa para la ! e muito arriscado .
il part pour new york la semaine prochaine .,ele vai para nova york na proxima semana .
c est une bonne nageuse .,e um bom nadador .
ne laissez jamais tomber vos reves !,nunca deixe seus sonhos !
pourquoi ne l as tu pas fait ?,por que voce nao fez isso ?
quelle est la plus haute montagne dont tu aies fait l ascension ?,qual e a montanha mais alta que voce fez a subida ?
je suis sur que beaucoup de gens seraient d accord avec vous .,tenho certeza que muitas pessoas concordariam com voce .
je longeais la riviere .,eu ando ao longo do rio .
une souris court autour de la piece .,um mouse corre ao redor da sala .
dois je vous le clarifier ?,eu tenho que esclarecer isso ?
l homme est le seul animal qui rougit . ou qui ait besoin de le faire .,o homem e o unico animal que cora . ou quem precisa fazer isso .
nous avons decide de reporter la reunion a lundi prochain .,decidimos adiar a reuniao ate a proxima segunda feira .
je serais prudent .,eu teria cuidado .
"je pourrais me tromper, mais je pense que tom t apprecie .","eu poderia estar errado, mas acho que tom aprecia ."
avez vous regulierement la bouche seche ?,voce tem regularmente a boca seca ?
je suis venue pour vous souhaiter bonne chance .,eu vim desejar lhe boa sorte .
il n est pas bete au point de croire a une chose pareille .,ele nao e estupido acreditar em tal coisa .
"ils ont parie la ferme, la dessus .","eles apostam a fazenda, nela ."
mettons nous au travail .,vamos ao trabalho .
soyez satisfaits !,esteja satisfeito !
j ai une longue liste de choses a faire .,eu tenho uma longa lista de coisas para fazer .
je l ai vu auparavant .,eu o vi antes .
je ne pense pas que je compte vraiment pour toi .,eu nao acho que realmente conte com voce .
faisons nos devoirs ensemble .,vamos juntos a nossa licao de casa .
tom aurait pu nous suivre .,tom poderia ter nos seguido .
il me faut un travail .,eu preciso de um emprego .
tu es trop lent .,voce e muito lento .
il est necessaire que nous pourvoyions pour le futur .,e necessario que possamos para o futuro .
etes vous satisfait de mon explication ?,voce esta satisfeito com a minha explicacao ?
la mosquee a ete incendiee au milieu de la nuit .,a mesquita foi queimada no meio da noite .
les soldats echapperent a la mort de justesse .,os soldados escaparam da morte da precisao .
j ai deja trouve quelqu un pour faire ce boulot .,eu ja encontrei alguem para fazer este trabalho .
tom adorait faire ca .,tom adorava fazer isso .
tu as essaye .,voce tentou .
va dormir !,va dormir !
je ne vous ai pas demande de faire cela .,eu nao pedi para voce fazer isso .
tom possede une petite entreprise de publicite .,tom tem uma pequena empresa de publicidade .
je n ai pas pu dormir du tout la nuit derniere .,eu nao conseguia dormir toda a noite passada .
cela peut etre affirme de facon categorique .,isso pode ser afirmado categoricamente .
c est ce que je fais d ordinaire .,isso e o que eu costumo .
je l ai construit .,eu construi .
puis je prendre ceci avec moi ?,posso levar isso comigo ?
quelle est la chose la plus etrange que vous ayez jamais mangee ?,qual e a coisa mais estranha que voce ja comeu ?
"ne sachant que faire, je lui demandai de l aide .","nao sabendo o que fazer, pedi ajuda ."
l energie solaire devient chaque annee plus viable .,a energia solar torna se mais viavel a cada ano .
"s il te plait, reste ici .","por favor, fique aqui ."
j etais une mauvaise etudiante .,eu era um estudante ruim .
qu est cette tache ?,o que esta mancha ?
quand voulez vous que je commence ?,quando voce quer que eu comece ?
ils substituerent du petrole au charbon .,eles substituiram o oleo de carvao .
je sais ce que tu es en train de penser .,eu sei o que voce esta pensando .
je payai .,eu paguei .
nous passons la veille de noel chez les parents de ma femme .,passamos a vespera de natal com os pais da minha esposa .
ces fleurs ne sont pas pour vous .,essas flores nao sao para voce .
je te suivrai jusqu au bout du monde .,eu te seguirei ate o fim do mundo .
c est un gros choc .,e um grande choque .
tom est inconscient .,tom e inconsciente .
tom est debout sur la table pour changer une ampoule .,tom esta de pe na mesa para mudar uma lampada .
avez vous une question ?,voce tem uma pergunta ?
c est evident .,e obvio .
c est difficile de parler trois langues .,e dificil falar tres idiomas .
nous sommes arrives sains et saufs .,chegamos saudaveis e som .
je lui ai demande .,eu perguntei a ele .
ils ont menti .,eles mentiram .
il est mouille .,ele esta molhado .
tu es une tres bonne footballeuse .,voce e um bom jogador de futebol .
t a t il dit quelque chose ?,ele te disse alguma coisa ?
vous etes intrepides .,voce e intrepido .
tom ne pense pas qu il va pleuvoir demain .,tom nao acha que ele vai chover amanha .
notre refrigerateur est en panne .,nossa geladeira esta para baixo .
rien de tel ne se reproduira .,nada como vai acontecer novamente .
nous nous comprenons .,nos nos entendemos .
la statue de bronze a l air assez belle a distance .,a estatua de bronze parece muito bonita remotamente .
tom est beau et charismatique .,tom e lindo e carismatico .
je vous remercie .,obrigada .
ils se mirent immediatement a travailler .,eles imediatamente comecaram a trabalhar .
quelle couleur est ce que tu preferes ? le bleu ou le rouge ?,qual cor que voce prefere ? azul ou vermelho ?
j ai ete incarcere .,eu estava encarcerado .
est ce ta nouvelle petite amie ?,e sua nova namorada ?
j ai embouti un arbre .,eu estampei uma arvore .
celles qui veulent rester peuvent le faire .,aqueles que querem ficar podem fazer isso .
il est venu pour me prendre .,ele veio para me levar .
noel arrive a grands pas .,o natal vem rapido .
je ne vais pas t indiquer comment le faire .,eu nao vou te dizer como fazer isso .
puis je le faire immediatement ?,posso fazer isso imediatamente ?
ils ont ete responsables de l accident .,eles foram responsaveis pelo acidente .
l huile flottera sur l eau .,o oleo flutuara na agua .
je vous ai vu .,eu vi voce .
arretez !,pare !
tom parait tres opiniatre .,tom parece muito teimoso .
"tu es juste jaloux, c est tout .","voce esta apenas com ciumes, isso e tudo ."
peux tu me dire ce que tom a fait ?,voce pode me dizer o que tom fez ?
un epais brouillard a retarde notre vol .,uma nevoa espessa atrasou nosso voo .
quelle est ta cible ?,qual e o seu alvo ?
apporte moi ma canne .,traga me minha bengala .
elle ne sait pas faire de la bicyclette .,ela nao sabe como fazer bicicleta .
ils fetent noel avec des cadeaux .,eles celebram o natal com presentes .
tom a apporte des fleurs .,tom trouxe flores .
venez en ville avec nous !,venha para a cidade conosco !
cela a t il ete difficile a fabriquer ?,isso foi dificil de fabricar ?
nous avons ete longtemps amies .,nos somos amigos por muito tempo .
"je n aime pas le sable . c est grossier, rugueux, irritant et ca se fourre partout .","eu nao gosto de areia . e grosseiro, aspero, irritante e se vira em todos os lugares ."
j ai du mal a entendre .,eu tenho problemas para ouvir .
quelque chose ne va pas .,algo esta errado .
"pour faire ca, tu dois te lever plus tot .","para fazer isso, voce tem que se levantar mais cedo ."
la moitie des etudiants furent absents .,metade dos alunos estava ausente .
il est anglais mais vit en inde .,"ele e ingles, mas vive na india ."
qu avez vous dit ? pouvez vous le repeter ?,o que voce disse ? voce pode repetir ?
"j ai tente d ouvrir la porte mais je n ai pas pu, comme elle etait verrouillee .","eu tentei abrir a porta, mas eu nao podia, como estava trancado ."
n est il pas un peu jeune ?,nao e um pouco jovem ?
mon fils aime les livres sur les animaux .,meu filho gosta de livros sobre animais .
une personne qui pourchasse deux lapins n en attrapera aucun .,uma pessoa que abraca dois coelhos nao vai nao pegar .
je vis la personne que j attendais se tenir la .,eu vi a pessoa que eu esperava ficar la .
qu y a t il ?,o que e ?
avez vous une taille plus grande ?,voce tem um tamanho maior ?
lachez le !,deixa para la !
je suis certain que ca ira .,tenho certeza que vai .
"tout ce que tu as a faire, c est sourire .",tudo o que voce precisa fazer e sorrir .
tom a refuse mon invitation .,tom recusou meu convite .
ne penses tu pas que ce chapeau me sied ?,voce nao acha desse chapeu ?
qu est ce qui vous arrive a tous ?,o que acontece com todos voces ?
j aime cette coutume .,eu gosto deste costume .
les gens meurent .,pessoas morrem .
j ai hate de te voir danser .,eu nao posso esperar para ver voce dancar .
je suis veinarde .,eu sou veinarde .
il y a maintenant trois voitures garees devant ta maison .,ha agora tres carros estacionados em frente a sua casa .
tom etait chauve .,tom foi careca .
"une occasion de faire ce qui nous plait, en particulier de faire aussi peu de travail penible que possible, est le desir secret de presque tout le monde .","uma oportunidade para fazer o que eu gosto, especialmente para fazer tao pouco trabalho doloroso quanto possivel, e o desejo secreto de quase todos ."
vous avez fait de votre mieux .,voce fez o seu melhor .
je suppose que tu veux me demander comment j ai ete en mesure de me faire tant d argent en si peu de temps .,eu acho que voce quer me perguntar como eu fui capaz de me fazer muito dinheiro em tao pouco tempo .
"sur vingt eleves, un seul a lu le livre .","fora de vinte alunos, apenas uma lia o livro ."
j ai emmenage dans le voisinage il y a environ deux ans .,eu me mudei para o bairro ha cerca de dois anos .
j ai entendu dire que tu n as pas pu t envoler .,ouvi dizer que voce nao poderia voar para longe .
je n arrive pas a croire que j ai pleure .,eu nao posso acreditar que eu chorei .
elle n avait jamais ete aussi effrayee .,ela nunca tinha estado tao assustada .
je dus tout faire par moi meme .,eu tive que fazer tudo sozinho .
tom a besoin d espoir .,tom precisa de esperanca .
a l aide !,ajuda !
elle adore les gateaux .,ela ama bolos .
je n ai rien a ajouter .,nao tenho nada a acrescentar .
vous etes completement ignorants .,voce e completamente ignorante .
nous avons donne notre parole .,nos demos nossa palavra .
